reutiliza_contraseñas,longitud_promedio,usa_gestor,usa_2fa,cambia_password_tras_filtracion,actualizaciones_automaticas,dias_desde_actualizacion,actualiza_apps,usa_wifi_publico_sin_vpn,usa_vpn,hace_clic_enlaces_desconocidos,comparte_red_o_dispositivos,hace_backups_regulares,backups_automaticos_en_nube,bloqueo_automatico,disco_cifrado,acceso_remoto_habilitado,riesgo_categoria
True,9,False,False,False,True,19,False,True,False,False,False,False,True,False,True,False,Medio
True,11,False,True,False,False,44,False,False,False,True,False,True,False,True,False,False,Medio
True,12,False,True,False,False,162,False,True,True,True,True,False,True,False,False,False,Alto
True,10,True,False,True,True,13,True,True,False,False,False,True,False,False,False,False,Bajo
False,12,False,True,True,True,34,False,False,True,False,False,False,False,True,False,False,Bajo
True,15,False,True,False,True,81,False,False,False,False,False,True,True,True,True,False,Bajo
True,8,False,False,False,True,30,False,True,False,True,False,True,False,False,False,False,Medio
False,16,True,True,True,True,19,True,False,True,False,False,True,True,True,True,False,Bajo
False,17,False,True,True,True,93,True,True,False,False,False,False,False,True,False,False,Medio
False,18,False,True,True,False,4,True,False,False,False,False,False,True,True,False,False,Bajo
True,10,False,False,False,False,35,True,True,False,True,False,False,False,False,False,False,Medio
True,14,False,True,True,True,43,True,False,False,False,False,True,True,False,False,False,Bajo
True,15,False,True,False,True,184,True,True,True,True,False,False,True,False,True,True,Medio
True,16,False,False,True,True,0,False,False,True,False,False,True,False,False,True,False,Bajo
False,16,True,True,True,False,60,True,False,False,False,False,False,False,True,True,False,Bajo
False,11,False,True,False,True,9,False,True,False,False,False,True,True,True,False,False,Bajo
False,11,False,True,False,False,17,False,True,False,False,False,False,True,False,False,False,Medio
False,14,True,True,True,True,39,True,False,True,False,False,True,True,False,False,False,Bajo
True,11,True,False,False,False,25,False,True,True,False,False,False,True,False,True,False,Medio
True,12,False,False,False,True,2,False,False,False,True,True,False,False,True,False,False,Medio
True,10,False,False,False,False,14,True,True,False,True,False,False,False,True,False,False,Medio
True,17,False,False,False,False,23,True,False,False,False,False,False,False,True,False,False,Medio
False,22,True,True,True,True,47,True,True,True,False,False,False,False,False,True,False,Medio
True,11,False,True,False,True,25,True,False,False,False,False,True,False,False,True,False,Bajo
False,11,False,False,True,True,46,False,False,True,False,True,True,False,False,True,False,Bajo
True,16,False,True,False,False,7,False,False,False,False,True,False,False,True,False,False,Medio
True,12,False,True,False,False,104,True,False,False,False,True,False,True,True,False,False,Medio
False,13,True,False,True,True,8,True,False,False,False,True,True,False,True,True,False,Medio
True,10,False,False,False,True,26,False,True,True,True,True,False,False,False,False,False,Alto
True,8,False,False,False,False,23,False,True,False,False,False,False,True,False,True,True,Medio
True,13,False,False,False,False,98,False,False,False,False,False,False,True,False,False,False,Medio
True,8,True,False,True,False,5,False,True,False,False,False,False,False,False,False,False,Alto
True,16,False,False,False,True,74,True,True,False,False,False,True,True,True,True,False,Bajo
False,9,False,False,False,False,365,False,False,False,False,False,False,False,True,False,False,Medio
True,13,False,True,False,False,44,True,False,False,False,False,True,False,True,False,False,Medio
True,14,False,True,False,False,6,True,False,True,False,True,False,False,False,True,False,Medio
False,9,True,True,True,True,11,False,False,True,False,False,False,False,True,True,True,Bajo
False,10,False,False,False,True,47,True,False,False,True,True,False,True,True,True,False,Medio
True,9,False,False,False,True,111,False,True,True,False,True,False,True,False,False,False,Alto
False,11,True,False,True,False,46,False,True,False,False,False,False,False,True,False,False,Medio
True,10,False,True,False,True,20,False,False,True,False,False,False,False,True,True,True,Bajo
True,12,False,False,False,True,21,False,False,False,True,True,False,True,False,False,True,Alto
False,17,True,True,True,True,75,False,False,False,False,False,False,True,True,True,False,Bajo
True,18,False,True,False,False,16,True,False,False,False,True,True,True,True,True,False,Bajo
False,16,True,True,False,False,8,True,False,True,False,False,True,False,True,False,False,Bajo
False,13,True,True,False,True,32,False,False,True,False,True,False,True,False,False,False,Medio
False,10,False,False,True,False,25,True,True,False,False,True,True,False,False,True,False,Bajo
False,15,True,True,True,False,44,True,False,True,False,False,True,True,True,False,False,Bajo
True,16,False,True,False,True,48,False,False,False,False,True,False,True,False,False,True,Medio
True,16,False,False,False,False,17,False,True,False,True,True,False,False,False,False,False,Alto
False,11,False,False,False,True,95,False,True,True,False,False,False,False,True,False,True,Medio
True,12,True,False,True,False,10,True,False,False,False,False,True,False,False,True,False,Medio
False,10,True,False,True,True,163,False,True,False,False,False,False,False,False,False,False,Medio
True,18,False,True,True,False,19,False,False,False,False,False,True,True,True,True,False,Bajo
False,14,False,True,False,True,39,False,False,True,False,False,True,False,False,False,False,Bajo
False,9,True,True,True,True,5,False,True,False,False,False,False,False,False,False,False,Medio
False,11,True,False,False,True,80,False,False,False,False,True,False,False,False,False,False,Medio
True,10,False,False,True,True,1,True,False,False,True,False,True,True,False,False,False,Bajo
True,16,True,True,False,False,8,True,False,False,False,True,False,True,True,False,False,Bajo
False,16,True,True,True,False,39,False,True,False,False,False,True,True,True,True,False,Bajo
False,20,True,True,True,True,164,False,False,True,False,False,True,False,True,True,False,Bajo
False,14,False,True,True,False,33,False,True,False,False,False,False,False,False,False,False,Medio
False,14,True,True,False,True,20,True,False,True,False,True,True,True,True,False,False,Bajo
False,15,False,False,True,False,104,False,True,False,False,True,False,False,False,False,True,Alto
False,10,True,True,True,False,64,False,True,False,True,True,True,False,False,False,False,Medio
True,9,False,True,True,True,124,False,True,True,False,False,True,True,False,False,False,Medio
False,13,True,False,False,True,14,False,False,False,False,False,True,False,False,False,True,Medio
True,10,True,True,False,False,17,True,False,False,False,False,False,False,False,False,False,Medio
False,10,False,False,False,False,11,True,False,False,False,False,True,False,False,False,False,Bajo
True,16,False,False,False,True,9,False,False,False,False,False,False,False,True,True,False,Medio
False,12,False,True,False,False,25,False,True,False,False,False,False,False,False,False,True,Medio
True,7,False,True,True,False,54,False,True,True,False,False,True,False,True,False,False,Medio
True,13,False,False,True,False,58,True,True,True,True,False,True,False,True,True,False,Medio
False,8,False,False,False,False,6,True,False,False,False,False,True,False,True,False,False,Bajo
True,4,False,False,False,False,111,False,True,False,True,False,False,False,False,False,True,Alto
True,9,True,False,False,False,8,True,True,False,True,True,False,False,False,False,False,Alto
True,9,True,False,False,True,200,False,True,False,True,False,True,False,False,False,False,Medio
False,12,True,True,True,True,19,True,True,True,True,True,False,True,True,False,False,Medio
True,14,True,False,False,False,16,False,False,True,False,False,False,True,False,False,False,Medio
True,17,True,False,True,True,2,True,False,False,False,True,True,True,True,False,False,Bajo
True,14,True,True,True,False,15,False,True,False,True,True,False,True,True,False,False,Medio
True,10,True,False,True,True,29,True,False,True,True,False,True,True,False,False,False,Bajo
True,7,True,False,False,True,98,False,True,False,True,True,False,False,False,False,False,Alto
False,14,False,True,False,True,78,True,False,False,False,False,False,True,True,False,False,Bajo
True,7,True,False,False,False,82,False,True,False,True,False,False,False,True,False,False,Medio
False,13,True,True,False,False,1,False,True,False,True,False,False,False,False,False,False,Medio
True,11,False,False,False,False,56,False,True,True,False,True,False,False,False,False,False,Medio
True,12,False,False,False,False,21,True,False,False,True,False,True,True,True,False,False,Bajo
True,15,True,False,True,False,25,False,False,True,True,False,False,False,True,False,False,Medio
False,16,True,True,True,True,32,False,False,False,False,False,True,True,True,True,False,Bajo
True,7,False,False,False,True,47,False,False,False,False,False,True,True,False,False,False,Medio
True,17,False,False,True,False,113,False,False,False,True,False,False,True,False,True,False,Medio
True,12,False,False,False,True,8,False,False,False,True,False,False,True,True,False,False,Medio
False,11,False,False,False,True,15,False,False,False,False,False,True,False,False,False,False,Bajo
False,18,True,False,False,True,0,True,True,True,False,True,False,False,True,False,False,Medio
False,12,False,False,True,False,70,False,True,True,False,False,True,False,False,True,False,Medio
False,12,False,True,False,False,22,False,True,False,False,True,True,True,False,False,False,Medio
True,16,False,True,False,False,14,True,False,True,True,False,True,True,True,False,False,Bajo
False,16,False,True,False,True,7,False,True,True,False,False,False,False,True,False,False,Bajo
False,9,False,False,False,False,6,False,True,False,True,False,True,False,False,False,False,Medio
True,15,False,False,True,True,69,False,False,False,False,True,False,True,True,True,False,Bajo
False,6,False,False,False,True,150,False,True,False,False,True,False,True,False,True,True,Medio
True,11,False,True,False,False,23,True,True,False,False,False,True,True,False,False,False,Bajo
False,14,False,True,True,True,76,True,False,True,False,False,True,True,True,True,False,Bajo
False,12,True,True,True,True,38,False,False,True,False,False,True,True,True,False,True,Bajo
False,14,False,True,True,False,4,True,True,False,False,True,False,True,True,False,False,Medio
True,14,False,False,False,False,9,True,True,False,True,True,False,False,False,False,False,Alto
True,13,True,True,True,True,17,True,False,False,True,True,True,False,True,False,False,Medio
True,12,False,False,False,False,25,False,True,False,False,False,False,True,False,False,False,Medio
True,11,False,True,False,False,33,False,True,True,False,True,False,True,False,False,False,Medio
True,10,False,False,False,True,38,True,False,True,False,False,False,False,False,True,False,Medio
True,8,True,True,False,False,32,True,True,False,False,False,False,False,False,False,False,Medio
True,9,False,False,False,True,53,True,False,False,False,False,False,False,False,False,False,Medio
True,12,False,False,False,True,65,True,False,True,False,False,True,True,True,False,False,Bajo
False,17,False,True,True,True,31,True,True,False,True,False,False,False,True,False,False,Medio
True,4,False,False,False,False,9,True,False,False,True,True,False,False,False,False,False,Medio
True,11,False,False,False,False,225,False,True,True,True,True,True,False,True,False,False,Medio
True,8,False,False,False,True,34,False,True,True,False,True,False,False,False,False,False,Alto
True,12,False,False,False,False,82,False,False,False,False,False,False,False,False,False,False,Medio
False,10,False,False,False,False,13,True,False,False,False,False,False,True,False,True,True,Bajo
True,12,False,False,False,False,42,False,False,False,True,False,False,True,True,False,False,Medio
True,5,False,False,False,True,53,True,False,False,True,False,False,False,True,False,False,Alto
True,18,True,True,False,True,26,False,False,False,False,False,False,True,True,True,False,Bajo
True,11,False,False,False,False,83,False,False,False,False,True,False,False,False,False,False,Medio
False,15,False,True,False,True,32,True,False,False,True,False,True,False,True,True,False,Bajo
False,9,False,True,False,False,69,True,True,False,True,False,False,False,False,False,False,Alto
False,10,False,True,True,True,51,True,True,False,False,False,True,True,True,True,False,Bajo
False,21,True,True,True,False,37,True,True,False,False,False,False,False,True,True,False,Medio
